Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
3048,263,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7604.562738,263.0,0.0,263,263,263,263.0,0.0,263,263,0,0.0,0.0,0,0,40,0,7604.562738,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,123,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,24071,2,72,36,36,36.0,0.0,52,52,52.0,0.0,7311.702879,166.1750654,8023.666667,13852.38248,24019,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,40,40,83.08753272,83.08753272,36,52,42.4,8.76356092,76.8,0,0,0,53.0,72,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,9992124,5,403,391,0,80.6,173.5448069,545,0,220.4,296.3280277,150.6186272,1.000788221,1110236.0,2057261.649,4760280,22,5277962,1319490.5,2297624.735,4760280,73892,9906818,2476704.5,2661705.317,4845761,61197,124,112,0.50039411,0.50039411,0,545,136.8181818,232.6292407,54116.36364,0,1,0,150.5,403,8192,60,3,20,0.0,0,0,0.0,0,0,Normal Traffic
52912,1,2,12,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,9.0,12,0,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,151012,20,897,421,0,44.85,108.8897438503,2796,0,1269.2727272727,784.7852713182,190852.382592112,278.1235928271,3683.2195121951,7779.1743023029,23307,1,151012,7948.0,10164.7723317129,23564,1,124869,5946.1428571429,12882.0090447326,44607,1,652,712,132.4398061081,145.6837867189,0,2796,670.2558139535,835.5905836457,698211.623477298,0,1,0,686.2142857143,897,65535,118,6,32,0.0,0,0,0.0,0,0,Normal Traffic
53,3745480,2,96,51,45,48.0,4.242640687,216,135,175.5,57.27564928,119.3438491,1.067953907,1248493.333,2019706.798,3579660,24071,3721409,3721409.0,0.0,3721409,3721409,3603731,3603731.0,0.0,3603731,3603731,64,40,0.533976954,0.533976954,45,216,98.4,76.02499589,5779.8,0,0,0,123.0,96,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,60885,2,84,42,42,42.0,0.0,142,142,142.0,0.0,6044.181654,65.69762667,20295.0,35147.64102,60880,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,64,80,32.84881334,32.84881334,42,142,82.0,54.77225575,3000.0,0,0,0,102.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,236847,1,53,53,53,53.0,0.0,230,230,230.0,0.0,1194.8641950289,8.4442699295,236847.0,0.0,236847,236847,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,4.2221349648,4.2221349648,53,230,112.0,102.1909976466,10443.0,0,0,0,168.0,53,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
47925,1,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,64,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,31.0,31,292,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
37890,55,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.6363636364,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,18181.8181818182,18181.8181818182,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,408,0,32,0.0,0,0,0.0,0,0,Normal Traffic
55481,2,2,37,31,6,18.5,17.6776695297,0,0,0.0,0.0,18500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,40,0,1000000.0,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,0,1,34.0,37,110,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,85013289,5,388,376,0,77.6,166.8376456,5792,0,1449.375,2046.673464,140.9544336,0.152917269,7084440.75,24500000.0,84900000,5,84900000,21200000.0,42400000.0,84900000,5,85000000,12100000.0,32100000.0,84900000,14,144,264,0.058814334,0.094102935,0,5792,856.3571429,1664.152064,2769402.093,1,0,0,922.2307692,388,0,235,2,20,3972.0,3972,3972,84900000.0,84900000,84900000,DoS
51770,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4171,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
39433,249,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8032.1285140562,249.0,0.0,249,249,249,249.0,0.0,249,249,0,0.0,0.0,0,0,64,0,8032.1285140562,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,118,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
55919,115,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17391.30435,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,8695.652174,8695.652174,0,0,0.0,0.0,0.0,0,0,1,0.0,0,526,258,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,6196478,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.645527992,2065492.667,3556879.854,6172601,100,6196478,3098239.0,4347804.436,6172601,23877,0,0.0,0.0,0,0,104,40,0.484145994,0.161381998,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,65535,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,24463,2,44,22,22,22.0,0.0,91,91,91.0,0.0,9238.441728,163.512243,8154.333333,14040.58123,24367,47,47,47.0,0.0,47,47,49,49.0,0.0,49,49,64,64,81.75612149,81.75612149,22,91,49.6,37.79285647,1428.3,0,0,0,62.0,44,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,232629,17,1503,1110,0,88.41176471,268.2445383,2920,2,1314.941176,653.4583451,102553.8518,146.1554664,7049.363636,13657.32474,39734,7,232622,14538.875,21176.08716,70461,48,199849,12490.5625,25527.33067,92346,48,360,344,73.07773321,73.07773321,0,2920,681.6285714,790.5484353,624966.8286,0,1,0,701.6764706,1503,29200,32190,16,20,0.0,0,0,0.0,0,0,Normal Traffic
53,99368,1,43,43,43,43.0,0.0,113,113,113.0,0.0,1569.921906,20.12720393,99368.0,0.0,99368,99368,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,10.06360196,10.06360196,43,113,66.33333333,40.41451884,1633.333333,0,0,0,99.5,43,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,190080,2,72,36,36,36.0,0.0,85,85,85.0,0.0,1273.148148,21.04377104,63360.0,109736.677,190073,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,64,10.52188552,10.52188552,36,85,55.6,26.83840532,720.3,0,0,0,69.5,72,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5858872,9,379,186,0,42.11111111,75.69749739,1418,0,662.1666667,660.1649541,742.8050997,2.560219783,418490.8571,1193395.908,4368683,7,5858872,732359.0,1543451.359,4368683,68,1453375,290675.0,624402.2295,1407098,48,296,200,1.53613187,1.024087913,0,1418,272.0,495.8450027,245862.2667,0,1,0,290.1333333,379,29200,349,3,32,0.0,0,0,0.0,0,0,Normal Traffic
80,110608407,35,5244,437,0,149.8285714,210.4565745,796,0,415.3043478,406.5601191,133.769217,0.524372438,1940498.368,3829890.623,10200000,43,111000000,3252491.382,4540077.936,10200000,62,111000000,5026581.136,4812137.356,10200000,620,1128,744,0.316431643,0.207940794,0,796,250.779661,326.5410186,106629.0368,0,1,0,255.1034483,5244,29200,308,12,32,992391.4,9078790,23691,10100000.0,10200000,9001246,Normal Traffic
53230,94,1,6,6,6,6.0,0.0,6,6,6.0,0.0,127659.5745,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,10638.29787,10638.29787,6,6,6.0,0.0,0.0,0,0,1,9.0,6,14600,64240,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,85792173,10,644,322,0,64.4,135.7671209,4344,0,1932.5,1754.831473,142.6587015,0.186497199,5719478.2,22100000.0,85400000,1,85700000,9517510.556,28500000.0,85400000,1,361547,72309.4,104202.532,227108,43,328,200,0.11656075,0.06993645,0,4344,719.9411765,1350.937474,1825032.059,0,0,1,764.9375,644,251,235,2,32,999.0,999,999,85400000.0,85400000,85400000,DoS
443,216047,20,871,389,0,43.55,103.3779346,2896,0,1367.0,759.8703367,187524.011,226.8025013,4500.979167,10048.07681,47451,1,216047,11370.89474,13905.47446,47451,1,176426,6300.928571,17106.59988,72356,46,652,936,92.57244951,134.2300518,0,2896,810.28,877.9912612,770868.6547,0,1,0,826.8163265,871,65535,122,6,32,0.0,0,0,0.0,0,0,Normal Traffic
59502,18,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.111111111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,55555.5555555556,55555.5555555556,0,0,0.0,0.0,0.0,0,0,1,0.0,0,349,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
50037,244185,6,11601,7300,0,1933.5,2864.553281,20,6,13.0,9.899494937,47615.5374,32.76204517,34883.57143,81344.70781,218155,70,244185,48837.0,95286.9657,218155,70,390,390.0,0.0,390,390,144,40,24.57153388,8.190511293,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,11601,8192,256,4,20,0.0,0,0,0.0,0,0,Normal Traffic
53,233,2,86,43,43,43.0,0.0,114,114,114.0,0.0,1347639.485,17167.38197,77.66666667,131.925484,230,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,64,64,8583.690987,8583.690987,43,114,71.4,38.88830158,1512.3,0,0,0,89.25,86,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5558164,8,375,194,0,46.875,72.7411015667,1601,0,623.6,829.6163571194,628.4449325353,2.3389018388,463180.333333333,1546881.31256593,5374720,22,5558164,794023.428571429,2020071.98626879,5374720,48,118820,29705.0,32975.4641109619,64594,222,172,112,1.4393242085,0.8995776303,0,1601,249.5,546.3551606222,298503.961538462,0,1,0,268.6923076923,375,8192,110,7,20,183396.0,183396,183396,5374720.0,5374720,5374720,Normal Traffic
53,245,2,80,40,40,40.0,0.0,168,168,168.0,0.0,1697959.184,16326.53061,81.66666667,57.44852769,148,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,8163.265306,8163.265306,40,168,91.2,70.10848736,4915.2,0,0,0,114.0,80,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,169,2,54,27,27,27.0,0.0,91,91,91.0,0.0,1396449.704,23668.63905,56.33333333,92.37604307,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,11834.31953,11834.31953,27,91,52.6,35.05424368,1228.8,0,0,0,65.75,54,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,226,2,92,46,46,46.0,0.0,131,131,131.0,0.0,1566371.68141593,17699.1150442478,75.3333333333,129.616099823,225,0,0,0.0,0.0,0,0,1,1.0,0.0,1,1,64,64,8849.5575221239,8849.5575221239,46,131,80.0,46.5564173879,2167.5,0,0,0,100.0,92,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
123,68029968,2,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822285614,0.058797617,22700000.0,39200000.0,68000000,23884,68000000,68000000.0,0.0,68000000,68000000,68000000,68000000.0,0.0,68000000,68000000,52,52,0.029398808,0.029398808,48,48,48.0,0.0,0.0,0,0,0,60.0,96,-1,-1,1,20,23884.0,23884,23884,68000000.0,68000000,68000000,Normal Traffic
80,3055784,5,30,6,6,6.0,0.0,0,0,0.0,0.0,9.81744783,1.636241305,763946.0,1523986.907,3049924,2,3055784,763946.0,1523986.907,3049924,2,0,0.0,0.0,0,0,100,0,1.636241305,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
55341,4,3,43,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,1,16.33333333,43,64,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,151,2,90,45,45,45.0,0.0,61,61,61.0,0.0,1403973.51,26490.06623,50.33333333,81.11925378,144,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,13245.03311,13245.03311,45,61,51.4,8.76356092,76.8,0,0,0,64.25,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,100483,1,46,46,46,46.0,0.0,159,159,159.0,0.0,2040.146094,19.90386434,100483.0,0.0,100483,100483,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,9.951932168,9.951932168,46,159,83.66666667,65.24058042,4256.333333,0,0,0,125.5,46,-1,-1,0,40,0.0,0,0,0.0,0,0,Normal Traffic
53,31972,2,84,42,42,42.0,0.0,97,97,97.0,0.0,8695.10822,125.1094708,10657.33333,18416.62131,31923,2,2,2.0,0.0,2,2,47,47.0,0.0,47,47,64,64,62.55473539,62.55473539,42,97,64.0,30.12474066,907.5,0,0,0,80.0,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,52781,5,30,6,6,6.0,0.0,0,0,0.0,0.0,568.3863511,94.73105852,13195.25,25422.23328,51328,314,52781,13195.25,25422.23328,51328,314,0,0.0,0.0,0,0,100,0,94.73105852,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,98375633,6,312,294,0,52.0,118.5917366,5792,0,1656.428571,2429.118623,121.03607,0.132146545,8197969.417,28400000.0,98400000,5,98400000,19700000.0,44000000.0,98400000,5,98400000,16400000.0,40200000.0,98400000,47,164,232,0.060990713,0.071155832,0,5792,850.9285714,1851.391596,3427650.841,1,0,0,916.3846154,312,0,235,3,20,13967.0,13967,13967,98400000.0,98400000,98400000,DoS
80,3302051,5,30,6,6,6.0,0.0,0,0,0.0,0.0,9.085262463,1.51421041,825512.75,1647024.261,3296047,4,3302051,825512.75,1647024.261,3296047,4,0,0.0,0.0,0,0,100,0,1.51421041,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,3963894,5,30,6,6,6.0,0.0,0,0,0.0,0.0,7.568315399,1.2613859,990973.5,1980639.721,3961933,5,3963894,990973.5,1980639.721,3961933,5,0,0.0,0.0,0,0,100,0,1.2613859,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,98274899,6,394,376,0,65.66666667,152.0600758,8688,0,1932.5,3506.021777,121.9945288,0.12210646,8934081.727,29600000.0,98200000,2,98300000,19700000.0,43900000.0,98200000,2,98300000,19700000.0,43900000.0,98300000,188,164,200,0.06105323,0.06105323,0,8688,922.6923077,2465.463222,6078508.897,1,0,0,999.5833333,394,0,235,3,20,11008.0,11008,11008,98200000.0,98200000,98200000,DoS
53,238,2,78,39,39,39.0,0.0,170,170,170.0,0.0,1756302.521,16806.72269,79.33333333,135.6773133,236,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,8403.361345,8403.361345,39,170,91.4,71.75165503,5148.3,0,0,0,114.25,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
57316,148219,2,12,6,6,6.0,0.0,6,6,6.0,0.0,121.4419204,20.24032007,74109.5,104716.1503,148155,64,148219,148219.0,0.0,148219,148219,0,0.0,0.0,0,0,40,20,13.49354671,6.746773356,6,6,6.0,0.0,0.0,1,0,1,8.0,12,544,255,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,174758,4,428,428,0,107.0,214.0,2267,0,566.75,1133.5,15421.32549,45.77758958,24965.42857,38678.23428,104762,2,174689,58229.66667,40298.37508,104762,34839,139824,46608.0,79768.91527,138715,2,92,92,22.88879479,22.88879479,0,2267,299.4444444,751.2880791,564433.7778,0,1,0,336.875,428,8192,237,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,480154,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,24215.14764,18.7439863,60019.25,168329.9395,476607,48,3208,1604.0,2046.367025,3051,157,480096,96019.2,212759.297,476607,48,72,132,6.247995435,12.49599087,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,82248946,8,56,20,0,7.0,5.656854249,5840,0,1934.5,2375.523332,141.8012092,0.170214947,6326842.0,19700000.0,71300000,2,81900000,11700000.0,26600000.0,71300000,5,364740,72948.0,162604.427,363823,2,172,132,0.097265684,0.072949263,0,5840,777.9333333,1723.622534,2970874.638,0,0,1,833.5,56,256,229,6,20,4005.0,4005,4005,40900000.0,71300000,10600000,DDoS
443,119999962,25,1876,869,6,75.04,238.9538797899,597,6,59.7272727273,173.8987614124,26.5833417514,0.3916667907,2608694.82608696,4357445.83793761,10029532,15,119999962,4999998.41666667,4993386.90139559,10033257,109799,109856888,5231280.38095238,5087061.63450631,10143112,28336,500,440,0.2083333993,0.1833333914,6,869,66.5833333333,206.8982516234,42806.8865248227,0,0,1,68.0,1876,65073,65535,24,20,142882.666666667,143468,142643,9857114.16666667,10029532,9108287,Normal Traffic
53,197,2,62,31,31,31.0,0.0,59,59,59.0,0.0,913705.5838,20304.56853,65.66666667,88.09275415,166,1,1,1.0,0.0,1,1,30,30.0,0.0,30,30,64,64,10152.28426,10152.28426,31,59,42.2,15.33623161,235.2,0,0,0,52.75,62,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,24035,1,47,47,47,47.0,0.0,119,119,119.0,0.0,6906.59455,83.21198253,24035.0,0.0,24035,24035,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,40,41.60599126,41.60599126,47,119,71.0,41.56921938,1728.0,0,0,0,106.5,47,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
51823,5,3,43,31,6,14.3333333333,14.4337567297,0,0,0.0,0.0,8600000.0,600000.0,2.5,2.1213203436,4,1,5,2.5,2.1213203436,4,1,0,0.0,0.0,0,0,60,0,600000.0,0.0,6,31,12.25,12.5,156.25,0,0,1,16.3333333333,43,88,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
80,105961,5,439,439,0,87.8,196.3267684245,576,0,192.0,332.5537550532,9578.9960457149,75.4994762224,15137.2857142857,24440.7291947566,50931,42,105961,26490.25,29091.6234378558,52373,977,53361,26680.5,35674.2442176425,51906,1455,172,104,47.187172639,28.3123035834,0,576,112.7777777778,226.3922358307,51253.4444444445,0,1,0,126.875,439,65535,75,1,32,0.0,0,0,0.0,0,0,Normal Traffic
445,10706436,25,7978,3120,0,319.12,715.946653,420,0,168.4,138.0916553,1059.736405,4.203079344,243328.0909,1613505.408,10700000,1,10700000,446101.5,2184681.926,10700000,1,10700000,563489.9474,2455410.424,10700000,2,524,424,2.33504408,1.868035264,0,3120,246.6521739,537.0458792,288418.2763,0,1,0,252.1333333,7978,8192,2051,23,20,3291.0,3291,3291,10700000.0,10700000,10700000,Normal Traffic
80,2196997,5,30,6,6,6.0,0.0,0,0,0.0,0.0,13.65500272,2.275833786,549249.25,1098494.5,2196991,1,2196997,549249.25,1098494.5,2196991,1,0,0.0,0.0,0,0,100,0,2.275833786,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,82893287,9,314,314,0,34.88888889,104.6666667,8688,0,2319.0,3774.237539,143.6666397,0.168891843,6376406.692,23000000.0,82800000,1,82800000,10400000.0,29300000.0,82800000,1,65557,16389.25,24111.33491,51223,191,296,168,0.108573328,0.060318515,0,8688,793.9333333,2307.006795,5322280.352,0,0,1,850.6428571,314,251,235,1,32,1988.0,1988,1988,82800000.0,82800000,82800000,DoS
80,97516038,8,342,342,0,42.75,120.9152596,4344,0,1932.5,1754.831473,122.4106336,0.143566128,7501233.692,27000000.0,97500000,16,97500000,13900000.0,36900000.0,97500000,215,6528,1305.6,2171.018033,5094,16,264,200,0.082037787,0.061528341,0,4344,795.8,1424.830927,2030143.171,0,0,1,852.6428571,342,274,235,1,32,6609.0,6609,6609,97500000.0,97500000,97500000,DoS
53,30940,1,95,95,95,95.0,0.0,177,177,177.0,0.0,8791.208791,64.64124111,30940.0,0.0,30940,30940,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.32062056,32.32062056,95,177,122.3333333,47.34272207,2241.333333,0,0,0,183.5,95,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
19394,104,1,6,6,6,6.0,0.0,6,6,6.0,0.0,115384.6154,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,9615.384615,9615.384615,6,6,6.0,0.0,0.0,0,0,1,9.0,6,288,253,0,20,0.0,0,0,0.0,0,0,Normal Traffic
5432,42,1,2,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
80,99167655,6,355,337,0,59.16666667,136.1417154,5792,0,1656.428571,2120.732252,120.5030007,0.13109113,8263971.25,28600000.0,99000000,1,99000000,19800000.0,44300000.0,99000000,1,99200000,16500000.0,40400000.0,99000000,51,164,232,0.060503599,0.070587532,0,5792,854.0,1666.285828,2776508.462,1,0,0,919.6923077,355,0,235,3,20,9000.0,9000,9000,99000000.0,99000000,99000000,DoS
80,86395556,7,288,288,0,41.14285714,108.8537682,5792,0,1932.5,2537.820147,137.5417967,0.150470702,7199629.667,24600000.0,85400000,0,86400000,14400000.0,34800000.0,85400000,0,1083,216.6,238.964014,608,2,240,200,0.081022686,0.069448017,0,5792,848.7857143,1852.375115,3431293.566,0,0,1,914.0769231,288,251,235,1,32,985.0,985,985,85400000.0,85400000,85400000,DoS
80,110343,4,698,686,0,174.5,341.01173,6,0,3.0,4.242640687,6380.105671,54.3759006,22068.6,33000.16347,79513,8,110343,36781.0,50881.73284,94888,202,15585,15585.0,0.0,15585,15585,100,52,36.2506004,18.1253002,0,686,100.5714286,258.1671662,66650.28571,0,1,0,117.3333333,698,29200,30,3,20,0.0,0,0,0.0,0,0,Normal Traffic
80,63,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,63,63.0,0.0,63,63,0,0.0,0.0,0,0,40,0,31746.03175,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,255,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,123623,26,814,213,0,31.30769231,65.01062635,2896,0,1628.64,1032.964015,335940.723,412.5445912,2472.46,5181.470716,22291,3,123623,4944.92,7553.37835,25439,3,97153,4048.041667,8808.301492,35433,4,840,808,210.3168504,202.2277408,0,2896,798.6538462,1074.509535,1154570.741,0,1,0,814.3137255,814,29200,126,7,32,0.0,0,0,0.0,0,0,Normal Traffic
53,60269,1,49,49,49,49.0,0.0,100,100,100.0,0.0,2472.2494151222,33.1845559077,60269.0,0.0,60269,60269,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,16.5922779538,16.5922779538,49,100,66.0,29.4448637287,867.0,0,0,0,99.0,49,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
0,25068,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,319.1319611,3581.142857,9415.768926,24934,1,25005,8335.0,14431.44733,24999,3,25001,8333.666667,14432.60203,24999,1,0,0,159.5659805,159.5659805,0,0,0.0,0.0,0.0,0,0,0,0.0,0,-1,-1,0,0,0.0,0,0,0.0,0,0,Normal Traffic
53,23720,2,66,33,33,33.0,0.0,129,129,129.0,0.0,13659.35919,168.6340641,7906.666667,13628.97286,23644,4,4,4.0,0.0,4,4,72,72.0,0.0,72,72,40,40,84.31703204,84.31703204,33,129,71.4,52.58136552,2764.8,0,0,0,89.25,66,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
43782,76,2,31,31,0,15.5,21.92031022,6,6,6.0,0.0,486842.1053,39473.68421,38.0,14.14213562,48,28,48,48.0,0.0,48,48,0,0.0,0.0,0,0,64,20,26315.78947,13157.89474,0,31,17.0,16.35033129,267.3333333,0,0,1,22.66666667,31,972,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5858143,8,384,203,0,48.0,75.36387918,1460,0,602.6,709.1556952,579.8765923,2.219133265,488178.5833,1626043.372,5650939,45,5858143,836877.5714,2123213.626,5650939,45,91063,22765.75,25565.46012,49179,208,172,112,1.365620471,0.853512794,0,1460,242.6428571,485.257522,235474.8626,0,1,0,261.3076923,384,8192,60,7,20,207159.0,207159,207159,5650939.0,5650939,5650939,Normal Traffic
37821,48,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,1,0.0,0,130,342,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,4163926,4,24,6,6,6.0,0.0,0,0,0.0,0.0,5.763791191,0.960631865,1387975.333,2403176.092,4162924,1,4163926,1387975.333,2403176.092,4162924,1,0,0.0,0.0,0,0,80,0,0.960631865,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
53,326,2,78,39,39,39.0,0.0,167,167,167.0,0.0,1263803.681,12269.93865,108.6666667,183.0200353,320,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,6134.969325,6134.969325,39,167,90.2,70.10848736,4915.2,0,0,0,112.75,78,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23906,2,62,31,31,31.0,0.0,127,127,127.0,0.0,13218.43889,167.3220112,7968.666667,13798.67147,23902,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,40,40,83.66100561,83.66100561,31,127,69.4,52.58136552,2764.8,0,0,0,86.75,62,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
